时间及产品型号,评论内容
2025年6月26日 · 金丝光学镜2,服务到位，一条龙配好眼镜，度数可以的
2025年6月27日 · 方形半框光学镜2,眼镜为全新 第二代 性价比很高 听歌看电影打游戏效果都非常的好 希望华为尽快更新一款带录像功能的眼镜 这样录制视频就更方便咯
2025年6月27日 · 方形无框光学镜2,包装精致，外形美观，使用方便，科技感十足
2025年6月27日 · 金丝光学镜2,没给满星还是因为长期戴着耳朵还是会累，毕竟带了电子器件相对重一点很正常。充电很快，如果不听音乐什么一天是没问题的，但是单放着三四天不管就必须要充电了，我发现它配上头盔音效更好，比其他入耳的好，可能头盔正好盖在上面形成了封闭空间，所以开电动车听效果反而比走路好，披着头发比扎起来效果好。预算有限，买了变色镜片，度数又高，所以镜片有点厚，整体戴着还是挺不错的
2025年6月28日 · 【2025新品发售】钛空圆框光学镜,简单说一下使用感受，首先佩戴舒适感上体验不错，铰链可以调节松紧，松松垮垮怕掉也送了耳后的固定框架，整体比常规眼镜要重一些，但是在可以接受的范围。中度使用的话，一天一充，基本续航大几个小时没什么问题，比较实用的就是戴上出门运动不用戴耳机了，功能就是近视镜+耳机，鉴于我不是华为手机，那个实时翻译不支持，翻译这个就不做评价了，然后镜片这边配的是LGUG，后面准备线下去重配个蔡司的，总体使用下来感觉不错，第三视角看戴起来也不会很怪，好评�
2025年6月28日 · 【加购送价值269元前框】飞行员光学镜2+飞行员2灰白渐变前框.,第一次发错了镜片，寄回去后很快给配好镜片发回来了。使用上有问题，找客服感觉不是很专业，让去华为实体店铺问，说是手机系统版本的问题，也没有解决问题。我自己找了个带货主播请教了一下，终于能用了！眼镜确实很好，带着感觉跟普通眼镜差不多，可能是设计上考虑到佩戴问题了。点头接电话，摇头拒接电话。听歌！导航！天气！翻译！功能都能用了！其他继续探索中。先给个好评吧。价格也可以，镜腿稍微粗一点，但是也不是特别显粗。
2025年6月28日 · 金丝光学镜2,眼镜收到了，发货速度比预期要快，正好赶上出游，用了一天电量还剩50%。
2025年6月28日 · 钛空光学镜2,戴了几天，总体感觉还好，配了近视镜片，比原来自己普通的眼镜重了些，度数也还准确，佩戴感觉还可以，整天下来也能接受，操作还是比较灵敏的，声音在安静的环境下还可以。
2025年6月29日 · 钛空光学镜2,款式非常不错喜欢，充电比较快，电池耐用。
2025年6月29日 · 钛空光学镜2,给的礼品还不如不给，不是自动给，关键是给了也用不了，不配套。是不是所有赠品都这样。
2025年6月2日 · 钛空光学镜2,一开始忘了送镜框，还好及时补发。谢谢。
2025年6月3日 · 方形半框光学镜2,朋友介绍的这家这款 非常 非常 满意� 直接拍了3个
2025年6月3日 · 金丝光学镜2,眼镜很很时尚，没有违和感。加班也能自嗨。
2025年6月6日 · 【加购送价值269元前框】飞行员光学镜2+飞行员2灰白渐变前框.,眼镜不错哦，美观大方，还送不少礼物哦
2025年6月6日 · 飞行员光学镜2,样衣很好，客服很耐心给我配了近视镜片，还告诉我怎么测算瞳距，强烈推荐 音效也还不错啦！
2025年6月8日 · 方框太阳镜2,已收货，正品，用了还行，就是接电话还不是那么好用，也许还没摸熟！
2025年7月10日 · 【2025新品发售】钛空圆框光学镜,两个手机能链接，无缝切换，体验非常好，重量事宜，体验不错
2025年7月10日 · 【2025新品发售】钛空圆框光学镜,发货速度很快，眼镜收到，很漂亮的，赞��
2025年7月10日 · 方形半框光学镜2,眼镜质量很好，带着没有感觉到沉重压耳朵，专门测试了办公室环境的聆听效果和漏音，完全安静情况下，两格的音量听书，50CM之外听不到一点。用手捂住耳朵声音会很大，单手支在耳朵附近也一样。友情提醒一下，如果配无框的最好到手后自己配，因为直接在镜片上钻孔，误差一点都会影响感受，我第一次就是无框（在别家买+配的），到手后戴着两边高低始终调节不理想。然后买了这个半框版，佩戴非常舒适满意。总体来说达到了预期。客服也很专业。是一次愉快的购物体验。
2025年7月11日 · 方形无框光学镜2,比普通眼镜重了一点，40克左右，比我原来普通眼镜重了20克，得佩戴一段时间才能适应，眼镜外形挺好看的，功能慢慢摸索着用用看
2025年7月11日 · 方框太阳镜组合,眼镜比之前的清楚多了，客服服务态度也挺好的
2025年7月11日 · 金丝光学镜2,物流很快，当天给客服说了很快就发货，第三天早上就到了。眼镜收到了，做工很好很精致，重量也能接受。音质还可以，漏音也不算多，操作也很智能，生活更方便快捷，重要是颜值很高。总之值得购买，体验感很好！
2025年7月11日 · 金丝光学镜2,货已收到，期待使用！！！
2025年7月11日 · 飞行员光学镜2,帮我配的度数比较精准。眼镜戴起来都比较舒服，声音还是不错的。续航都还行。
2025年7月12日 · 方形无框光学镜2,东西好 他们家效率很高，还给你配好送过来，东西是全新没问题
2025年7月12日 · 钛空光学镜2,第二次购买，送人的，还不错
2025年7月13日 · 金丝光学镜2,已是华为全家桶，眼镜很好，很轻，很满意
2025年7月14日 · 方形半框光学镜2,真的非常不错 带起来感觉也不错 很轻配件送的也很多
2025年7月14日 · 钛空光学镜2,华为智能眼镜在淘宝上的购买体验非常愉快。这款眼镜外 观时尚，佩戴舒适，重量轻巧，长时间佩戴也不会感到不 适。智能功能方面表现出色，语音助手反应迅速，导航指示 清晰准确。同时，它的电池续航能力也相当出色，一次充电 就能满足日常使用需求。总的来说，华为智能眼镜是一款性 价比极高的产品，无论是外观设计还是功能性能都令人满 意。强烈推荐给追求科技感和便捷生活的消费者。
2025年7月15日 · 【2025新品发售】钛空圆框光学镜,发货很快，客服回复及时，耐心细致，眼镜颜值很高，大品牌，值得信赖
2025年7月15日 · 方形半框光学镜2,先后买了两副同款眼镜，感觉还不错，发货超级快。
2025年7月15日 · 钛空光学镜2,非常不错，近视镜片非常合适，第二次购买
2025年7月17日 · 方形半框光学镜2,性价比极高，音质清晰，无延迟。发货速度快！客服态度很好对产品介绍的非常全面 ！想入手的兄弟姐妹们可以认准这家店！可以说是全网性价比最高的一家店了！！！
2025年7月17日 · 方形半框光学镜2,用了两天了，很智能，配华为手机还有超级终端，很喜欢。
2025年7月17日 · 方形无框光学镜2,眼镜很好带 摸鱼好物 带上感觉学历上升了
2025年7月17日 · 金丝光学镜2,发货速度非常快 包装完整快递完好无损 性价比极高 客服很有耐心的讲解 音质效果很棒 没有延迟 推荐购买
2025年7月17日 · 钛空光学镜2,发货速度快 包装完好无损 客服有耐心的讲解区分 音质效果很棒 无延迟 已购买三个 性价比极高！！！
2025年7月18日 · 方形无框光学镜2,我想买很长时间了，他们家可以国补，很好，价格实惠，正品未激活。
2025年7月18日 · 方框太阳镜组合,比小米的腿细，带起来轻松些 商家的组合也很实惠
2025年7月18日 · 钛空光学镜2,非常不错的一款产品，商家赠送了好几款小礼品。
2025年7月19日 · 方框光学镜组合,办公学习娱乐很方便������
2025年7月1日 · 【2025新品发售】钛空圆框光学镜,我最近购买了华为智能眼镜二，购物体验非常好。这款眼镜不仅时尚，而且功能强大。它支持语音助手，可以轻松控制音乐、接听电话等。此外，它的续航时间也很长，可以满足**常使用的需求。  总体评价：华为智能眼镜二是一款非常值得购买的智能穿戴设备。它不仅外观时尚，而且功能实用，续航时间长。如果你正在寻找一款智能眼镜，我强烈推荐华为智能眼镜二。 我都忍不住再买了一个华为眼镜2。当然原因是刚买就丢了。
2025年7月1日 · 方形半框光学镜2,镜框和配的镜片分开来发给我的，客服叫我去华为售后店安装，结果去到那他们只会安装带螺丝那款，给我气笑了，直接自己在店里休息区安装好了，浪费了60块钱打车钱
2025年7月2日 · 【2025新品发售】钛空圆框光学镜,镜框只有一种是圆的，不适合我，还好可以选择另外一个框来代替，效果挺好的。
2025年7月3日 · 【2025新品发售】钛空圆框光学镜,智能眼镜戴着还是挺方便的 不用总是来电话了找耳机了  电池续航也不错 休息的时候顺便摘下充电即可  天气热出汗多 多亏了送的腿套 防止下滑 但是镜腿比普通眼镜粗 戴着还是有些感觉 不如普通眼镜无感
2025年7月3日 · 金丝光学镜2,使用感觉很棒 佩戴感觉很轻 收音效果很棒 外观也很大气
2025年7月3日 · 金丝光学镜2,好看呀 金丝边的 自己配了近视镜片 戴着合适 音质也很好 清晰有质感 续航还待继续用用看
2025年7月3日 · 金丝光学镜2,试了一段时间眼睛不错，声音静益和手表 电脑 智慧屏 都可以用 待机时间长
2025年7月5日 · 方形无框光学镜2,到货后第二天就戴起来了，眼镜蓝牙音质水准较高，送的树脂镜片为近视可变灰色防蓝光，配戴舒适，尤其适合开车的时候使用，点赞！
2025年7月6日 · 方形半框光学镜2,带了第二天  感觉非常棒，续航也特别给力，开车使用接打电话特别方便  漏音还没有试   自己没感觉  家人说会有一点  如果是骨传导估计会更好！！
2025年7月6日 · 方形无框光学镜2,华为的垃圾产品 大家别买 性价比超低，而且购买过程令我非常生气、我还的近视镜片第一次每个镜片给我减少25度，新镜片发回来打孔是歪的，我开始打算售后来回邮寄估计要7-8天时间，我本打算算了不弄了就这样，结果进来一看降价了降了接近160元，开始告诉我我这里没有国补 现在又可以领了 说我超过7天不退不换了，垃圾华为、****，
